Name;Price;Ingredients;Photo URL;
Anwen Pomarańcza&Bergamotka;8.99;Składniki INCI/Ingredients: Aqua, Sodium Cocoyl Glutamate, Caprylyl/Capryl Glucoside, Decyl Glucoside, Propanediol, Betaine, Citric Acid, Fructose, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprate/Caprylate, Xanthan Gum, Epilobium Parviflorum Extract, Saponaria Officinalis Root Extract, Niacinamide, Acacia Conocinna Fruit Extract, Balanites Aegyptiaca Fruit Extract, Gypsophila Paniculata Root Extract, Guar Hydroxypropyltrimonium Chloride, Zinc Gluconate, Sodium Benzoate, Potassium Sorbate, Sorbic Acid, Parfum, Benzyl Alcohol, Hexyl Cinnamal, Limonene, Linalool.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw36765f78/images/hi-res/578049_szampon_do_wlosow_50_ml_1_1119516_p.png?sw=600&sh=600&sm=fit;
Alpecin Grey Attack;69.99;WODA, LAURYLOSIARCZAN SODU, KOKOAMFOOCTAN SODU, BETAINA KOKAMIDOPROPYLOWA, PANTENOL, KOFEINA, CHLOREK SODU, KOKOGLUKOZYD, OLEINIAN GLICEROLU, DIOLEINIAN METYLOGLUKOZY PEG-120, BŁĘKIT HEKSANOWY NR 2, MENTOL, POLYQUATERNIUM-7, DIHYDROKSYINDOL, KWAS CYTRYNOWY, NIACYNAMID, CYNK PCA, SIARCZAN SODU, FENOKSYETANOL, BENZOESAN SODU, ZAPACH, LIMONEN, CI 19140.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw129995cb/images/hi-res/531234_szampon_do_wlosow_200_ml_1_6976735_j.jpg?sw=600&sh=600&sm=fit;
Vichy Dercos DS;93.99;AQUA / WATER • SODIUM LAURETH SULFATE • GLYCOL DISTEARATE • COCO-BETAINE • GLYCERIN • DIMETHICONE • SELENIUM SULFIDE • CARBOMER • CI 47005 / ACID YELLOW 3 • CITRIC ACID • MENTHOL • 2-OLEAMIDO-1,3-OCTADECANEDIOL • PPG-5-CETETH-20 • SALICYLIC ACID • SODIUM BENZOATE • SODIUM CHLORIDE • SODIUM HYDROXIDE • TOCOPHERYL ACETATE • PARFUM / FRAGRANCE;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwaffa235f/images/hi-res/302624_szampon_przeciwlupiezowy_do_wlosow_normalnych_i_przetluszczajacych_sie_200_ml_1_4111296_p.png?sw=600&sh=600&sm=fit;
Gliss Total Repair;8.89;Aqua (Water, Eau),Sodium Laureth Sulfate,Cocamidopropyl Betaine,Sodium Chloride,Dimethicone,Hydrolyzed Keratin,Combretum Farinosum Flower Nectar,PEG-7 Glyceryl Cocoate,Parfum (Fragrance),Sodium Benzoate,Citric Acid,Amodimethicone,Guar Hydroxypropyltrimonium Chloride,Hydrogenated Castor Oil,Glycol Distearate,Laureth-4,PEG-120 Methyl Glucose Dioleate,Glycerin,Laureth-23,Trideceth-10,Sodium Hydroxide,Limonene,Benzyl Salicylate,Phenoxyethanol,Hexyl Cinnamal,Propylene Glycol,Sodium Salicylate,Benzyl Alcohol,Potassium Sorbate;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw9cbde89f/images/hi-res/217464__Gliss_Total_Repair_Szampon_400_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
L'Oréal Paris Elseve Total Repair 5;14.89;Aqua / Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Dimethicone, Sodium Chloride, Parfum / Fragrance, CI 77891 / Titanium Dioxide, Guar Hydroxypropyltrimonium Chloride, Mica, Coco-Betaine, Sodium Benzoate, Sodium Hydroxide, Phenoxyethanol, Steareth-6, Acetic Acid, Peg-100 Stearate, Arginine, Trideceth-10, Trideceth-3, Salicylic Acid, Limonene, Fumaric Acid, Linalool, Benzyl Alcohol, Amodimethicone, 2-Oleamido-1,3-Octadecanediol, Alpha-Isomethyl Ionone, Carbomer, Serine, Citric Acid, Citronellol, Hexylene Glycol, Hexyl Cinnamal, Glycol Distearate (F.I.L C241566/1).;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw037a74f6/images/hi-res/213747__regenerujacy_szampon_do_wlosow_zniszczonych__400_ml__abc__1__reviewed__p.png?sw=600&sh=600&sm=fit;
Nivea Baby;21.29;Aqua, Cocamidopropyl Betaine, Glycerin, Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Prunus Amygdalus Dulcis Oil, Tocopheryl Acetate, Sodium Ascorbyl Phosphate, Panthenol, Prunus Amygdalus Dulcis Seed Extract, Guar Hydroxypropyltrimonium Chloride, Phenoxyethanol, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, Sodium Chloride, Citric Acid, Hydrogenated Coconut Acid, Pantolactone, Parfum;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw0107fcac/images/hi-res/502210__Nivea_Baby_Zel_2w1_do_mycia_ciala_i_wlosow_500ml__BB__1__p.png?sw=600&sh=600&sm=fit;
Tołpa Dermo Hair Enzyme;27.99;Aqua, Lauryl Glucoside, Sodium Coco-Sulfate, Glycerin, Polyglyceryl-4 Caprate, Ribes Nigrum Seed Oil, Orbignya Oleifera Seed Oil, Betaine, Peat Extract, Papain, Bromelain, Lactobacillus/Punica Granatum Fruit Ferment Extract, Leuconostoc/Radish Root Ferment Filtrate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Sodium Phytate, Lactic Acid, Parfum, Methylpropanediol, Benzoic Acid, Caprylyl Glycol.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw9f38756b/images/hi-res/424656_oczyszczajacy_szampon_do_wlosow_300_ml_1_7071186_p.png?sw=600&sh=600&sm=fit;
Syoss Anti Grease;11.39;Butane,Propane,Alcohol denat.,Oryza Sativa (Rice) Starch,Isobutane,Parfum (Fragrance),Niacinamide,Limonene,Hexyl Cinnamal,Linalool,Aqua (Water, Eau),Citronellol,Citral,Geraniol,Cetrimonium Chloride,Benzyl Alcohol;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwbd322ea3/images/hi-res/235137__Syoss_Anti_Grease_Suchy_szampon_do_wlosow_przetluszczajacych_sie_200_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
Nadeshiko;34.99;Aqua, Disodium Laureth Sulfosuccinate, Coco-Glucoside, Propanediol, Cocamidopropyl Betaine, Glycerin, Xylitylglucoside, Molasses, Anhydroxylitol, Maltitol, Xylitol, Laurdimonium Hydroxypropyl Hydrolyzed Keratin, Panthenol, Oryza Sativa Lees Extract, sr-Spider Polypeptide-1, Pelvetia Canaliculata Extract, Camellia Japonica Seed Oil, Pseudozyma Epicola/Argania Spinosa Kernel Oil/Camellia Japonica Seed Oil/Camellia Sinensis Seed Oil/Sunflower Seed Oil/Sweet Almond Oil Ferment Extract Filtrate, Lactobacillus/Rice Ferment Filtrate, Leuconostoc/Radish Root Ferment Filtrate, Polyquaternium-10, 1,2-Hexanediol, Glyceryl Caprylate, Caprylyl Glycol, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Sodium Phytate, Sodium Chloride, Sodium Hydroxide , Triethyl Citrate, Benzoic Acid, Sodium Benzoate, Phenoxyethanol, Ethylhexylglycerin, Parfum.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw1d6ba628/images/hi-res/419435_nawilzajacy_szampon_do_wlosow_400_ml_1_7091504_j.jpg?sw=600&sh=600&sm=fit;
Bandi Professional Tricho Esthetic;37.89;SKŁADNIKI/INGREDIENTS (INCI): AQUA/WATER, SODIUM LAUROYL METHYL ISETHIONATE, COCAMIDOPROPYL BETAINE, GLYCERIN, SODIUM METHYL OLEOYL TAURATE, POLYSORBATE 20, SODIUM CHLORIDE, PROPYLENE GLYCOL, COCO-GLUCOSIDE, LAURYL GLUCOSIDE, OLIVE OIL PEG-7 ESTERS, POLYQUATERNIUM-53, HYDROLYZED SILK, ALLANTOIN, LACTIC ACID, MENTHA PIPERITA (PEPPERMINT) LEAF EXTRACT , ALPHA-GLUCAN OLIGOSACCHARIDE, POLYMNIA SONCHIFOLIA ROOT JUICE, HYDROXYPROPYL CYCLODEXTRIN, MALTODEXTRIN, LACTOBACILLUS, 7-DEHYDROCHOLESTEROL, CAPRYLYL GLYCOL, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, 1,2-HEXANEDIOL, HYDROXYACETOPHENONE, PARFUM/FRAGRANCE, PHENOXYETHANOL, POTASSIUM SORBATE, SODIUM BENZOAT;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwf8161391/images/hi-res/401482__szampon_do_wlosow_i_skory_glowy__230_ml__abc__1__reviewed__p.png?sw=600&sh=600&sm=fit;
L'Oréal Paris Elseve Color-Vive;14.99;Aqua/Water, Sodium Laureth Sulfate, Dimethicone, Coco-Betaine, Sodium Chloride, Glycol Distearate, Guar Hydroxypropyltrimonium Chloride, Cocamide Mipa, Cocos Nucifera Oil/Coconut Oil, Sodium Benzoate, Sodium Hydroxide, Paeonia Officinalis Flower Extract, Ethylhexyl Salicylate, Salicylic Acid, Fumaric Acid, Benzyl Alcohol, Benzyl Salicylate, Linalool, Alpha-Isomethyl Ionone, Carbomer, Geraniol, Citric Acid, Citronellol, Potassium Sorbate, Hexylene Glycol, Hexyl Cinnamal, Glycerin, Parfum/Fragrance (F.I.L. C259250/1);https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw8b2a546b/images/hi-res/213734__LOreal_Paris_Elseve_Color_Vive_Szampon_ochronny_400_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
so!flow;18.69;Aqua,Sodium Laureth Sulfate,Cocamidopropyl Betaine,PPG-3 Caprylyl Ether,PEG-12 Dimethicone,Coco Glucoside,Glyceryl Oleate,Citrus Junos Fruit Extract,Astragalus Membranaceus Root Extract,Hydrolyzed Jojoba Esters,Inulin,Hydrolyzed Vegetable Protein PG-Propyl Silanetriol,Polyquaternium-10,Sodium Lauroyl Methyl Isethionate,Hydrogenated Palm Glycerides Citrate,Citric Acid,Glycerin,Disodium EDTA,Trisodium Ethylenediamine Disuccinate,Tocopherol,Butylene Glycol,Sodium Chloride,Parfum,Sodium Benzoate,Potassium Sorbate,Limonene,Hexyl Cinnamal,CI 19140,CI 42090;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw6a8aa524/images/hi-res/410514__soflow_Odzywczy_szampon_wlosy_krecone_400_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
Ziaja med Kuracja Dermatologiczna;16.99;Aqua (Water), Sodium Laureth Sulfate, Cocamidopropyl Betaine, Undecylenamidopropyl Betaine, Glycerin, Urea, Piroctone Olamine, Guar Hydroxypropyltrimonium Chloride, Allantoin, Ceramide NP (3), Ceramide AP (6II), Ceramide EOP (1), Phytosphingosine, Cholesterol, Sodium Lauroyl Lactylate, Carbomer, Xanthan Gum, Sodium Chloride, Sodium Benzoate, Lactic Acid.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwb3ab960c/images/hi-res/387538__Ziaja_med_Kuracja_dermatologiczna_AZdo_wrazliwej_skory_glowy_i_karku_300_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
L'Oréal Paris Elseve Magiczna Moc Olejków;14.89;Aqua/Water, Sodium Laureth Sulfate, Coco-Betaine, CI 19140/Yellow 5, Chamomilla Recutita Flower Extract/Matricaria Flower Extract, Cocamide Mipa, Cocos Nucifera Oil/Coconut Oil, Tocopherol, Sodium Chloride, Sodium Benzoate, Sodium Hydroxide, PEG-60 Hydrogenated Castor Oil, PEG-55 Propylene Glycol Oleate, Polyquaternium-7, Salicylic Acid, Helianthus Annuus Seed Oil/Sunflower Seed Oil, Calendula Officinalis Flower Extract, Limonene, Linalool, Benzyl Alcohol, Linum Usitassimum Flower Extract/Linseed Flower Extract, Amodimethicone, Propylene Glycol, Alpha-Isomethyl Ionone, Caprylic/Capric Triglyceride, Caprylic/Capric Glycerides, Caramel, Gardenia Taitensis Flower, Rosa Canina Flower Extract, Citric Acid, Citronellol, Laureth-5 Carboxylic Acid, Hexylene Glycol, Hexyl Cinnamal, Parfum/Fragrance (F.I.L. C240531/1);https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw0fd0ab14/images/hi-res/267991__loreal_paris_elseve_magiczna_moc_olejkozampon_do_wlosow_suchy_400_ml__wb__1__reviewed__p.png?sw=600&sh=600&sm=fit;
Yope Świeża trawa;12.89;98% składników pochodzenia naturalnego i o niskim stopniu przetworzenia. Aqua, Coco-Glucoside, Aloe Barbadensis Leaf Juice, Sodium Coco-Sulfate, Sea Salt, Glycerin, Rose Extract, Glycyrrhiza Glabra (Licorice) Rhizome/Root, Cichorium Intybus (Chicory) Leaf Extract, Hydrolyzed Rhodophyceae Extract, Panthenol, Linoleic Acid, Menthol, Biotin, Lauryl Lactyl Lactate, Citrus Aurantifolia Fruit Extract, Cymbopogon Schoenanthus Leaf Extract, Sodium Benzoate, Parfum, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Tetrasodium Glutamate Diacetate, Potassium Sorbate;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw93ccbb24/images/hi-res/350928_naturalny_szampon_do_wlosow_przetluszczajacych_sie_300_ml_1_5422375_p.png?sw=600&sh=600&sm=fit;
Tołpa Hair Rituals;18.99;Aqua, Lauryl Glucoside, Sodium Coco-Sulfate, Betaine, Peat Extract, Amethyst Powder, Glycerin, Sodium Phytate, Hyaluronic Acid, Xanthan Gum, Xylitol, Citric Acid, Lactic Acid, Parfum, Dicaprylyl Ether, Decyl Glucoside, Glyceryl Oleate, Methylpropanediol, Benzoic Acid, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, CI 75810, Benzyl Salicylate, Linalool.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwa3779cc1/images/hi-res/474646_szampon_chelatujacy_do_wlosow_300_ml_1_9940451_p.png?sw=600&sh=600&sm=fit;
Tołpa Hair Rituals;18.79;Aqua, Lauryl Glucoside, Sodium Coco-Sulfate, Aloe Barbadensis Leaf Juice, Betaine, Glycerin, Peat Extract, Amethyst Powder, Centella Asiatica Extract, Olive Glycerides, Ceramide NP, Hydrolyzed Rice Protein, Hydrolyzed Hemp Seed Extract, Xanthan Gum, Citric Acid, Lactic Acid, Parfum, Dicaprylyl Ether, Decyl Glucoside, Glyceryl Oleate, Methylpropanediol, Benzoic Acid, Caprylyl Glycol, Potassium Sorbate, Sodium Benzoate, Benzyl Salicylate, Linalool.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwbc59c0c2/images/hi-res/474645_nawilzajacy_szampon_do_wlosow_300_ml_1_6577017_p.png?sw=600&sh=600&sm=fit;
Ziaja;9.99;Aqua (Water),Sodium Laureth Sulfate,Cocamidopropyl Betaine,Sodium C14-17 Alkyl Sec Sulfonate,Coco Glucoside,Panthenol,Propylene Glycol,Lavandula Angustifolia (Lavender) Flower Extract,Polyquaternium-10,C12-13 Alkyl Lactate,Sodium Chloride,Sodium Benzoate,2-Bromo-2-Nitropropane-1,3-Diol,Parfum (Fragrance),Linalool,Citronellol,Limonene,Hydroxycitronellal,Citric Acid;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw07354394/images/hi-res/215335_szampon_do_wlosow_500_ml__p.png?sw=600&sh=600&sm=fit;
Ziaja;12.99;Aqua (Water),Sodium Laureth Sulfate,Cocamidopropyl Betaine,Undecylenamidopropyl Betaine,Laureth-2,PEG-40 Sulfurized Castor Oil,PEG-40 Castor Oil,Sodium Chloride,Guar Hydroxypropyltrimonium Chloride,Sodium Benzoate,Parfum (Fragrance),Citral,Tetramethyl Acetyloctahydronaphthalenes,Limonene,Linalyl Acetate,Litsea Cubeba Fruit Oil,Citric Acid;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe01faefa/images/hi-res/390054__Ziaja_Szampon_mineralny_do_wlosow_i_skory_glowy_keratolityczny_200_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
Yope Mleko owsiane;12.89;98% składników pochodzenia naturalnego i o niskim stopniu przetworzenia. Aqua, Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Glycerin, Wheat Amino Acids, Citrus Aurantifolia Fruit Extract, Persea Gratissima Fruit Extract, Ficus Carica Fruit Extract, Trigonella Foenum-Graecum Seed Extract, Glyceryl Caprylate/Caprate, Propanediol, Avena Sativa Kernel Extract, Xanthan gum, Parfum, Sodium Benzoate, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Potassium Sorbate, Tetrasodium Glutamate Diacetate, Hexyl cinnamal, Linalool;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwd3de1ce2/images/hi-res/350926_naturalny_szampon_do_wlosow_normalnych_300_ml_1_5998074_p.png?sw=600&sh=600&sm=fit;
Radical Wzmacniający;11.99;Aqua (Water), Sodium Laureth Sulfate, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Equisetum Arvense (Horsetail) Leaf Extract, Arginine, Panthenol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Lactic Acid, Citric Acid, Potassium Sorbate, Sodium Benzoate, Disodium EDTA, Parfum (Fragrance), Hexyl Cinnamal.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw6673b8f0/images/hi-res/308976_wzmacniajacy_szampon_do_wlosow_oslabionych_i_wypadajacych_400_ml_1_7284842_p.png?sw=600&sh=600&sm=fit;
The Aminorum;29.99;Water 61.510% Disodium Laureth Sulfosuccinate 10.00% Sodium Lauroyl Methylaminopropionate 8.00% Cocamidopropyl Betaine 5.00% Cocamide Methyl MEA 5.00% Cocamide DEA 5.00% Propylene Glycol 2.00% Glycerin 1.00% Sea Water 0.01% Isostearoyl Hydrolyzed Collagen 0.01% Fucus Vesiculosus Extract 0.01% Oryza Sativa (Rice) Bran Extract 0.01% CeramideNG 0.01% Hydrolyzed Rice Protein 0.01% Hydrolyzed Pea Protein 0.01% Hydrolyzed Avocado Protein 0.01% Lysine HCl 0.01% Alanine 0.01% Histidine HCl 0.01% Arginine 0.01% Serine 0.01% Proline 0.01% Glutamic Acid 0.01% Threonine 0.01% Valine 0.01% Leucine 0.01% Glycine 0.01% Isoleucine 0.01% Phenylalanine 0.01% Cystine O.Q1% Tryptophan 0.01% Methionine 0.01% Allantoin 0.01% Taurine 0.01% Ethylhexylglycerin 0.10% Maltodextrin 0.01% Alcohol 0.01% Isostearic Acid 0.01% Lavandula Angustifolia (Lavender) Oil 0.05% Pelargonium Graveolens Oil 0.05% Orange YU 0.01% Cymbopogon Martini Oil 0.01% Cananga Odorata Flower Oil 0.01% Rosmarinus Officinalis (Rosemary) Leaf Oil 0.01% Foeniculum Vulgare (Fennel) Oil O.Gl¾ Polyquatemium-10 0.50% Polyquatemium-7 0.30% Glyceryl Caprate 0.20% Polyglyceryl-2 Laurate 0.20% Citric Acid 0.50% Sodium Chloride 0.10% Alcohol Denat. 0.10% Tetrasodium EDTA 0.05%;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwa6964562/images/hi-res/490669_zapas_szamponu_do_wlosow_350_ml_1_4724580_j.jpg?sw=600&sh=600&sm=fit;
Syoss Keratin;14.59;Aqua (Water, Eau),Sodium Laureth Sulfate,Cocamidopropyl Betaine,PEG-7 Glyceryl Cocoate,Sodium Chloride,Nymphaea Caerulea Flower Extract,Glycine,Lysine HCl,Hydrolyzed Keratin,Disodium Cocoamphodiacetate,Parfum (Fragrance),Sodium Benzoate,Citric Acid,Cocamide MEA,Dimethicone,Guar Hydroxypropyltrimonium Chloride,Glycol Distearate,Hydrogenated Castor Oil,Laureth-4,Propylene Glycol,Sodium Hydroxide,Linalool,Laureth-23,Salicylic Acid,Phenoxyethanol,Potassium Sorbate;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwb4ffbc37/images/hi-res/376888__Syoss_Keratin_Szampon_do_wlosow_slabych_i_lamliwych_440_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
Anwen Pomarańcza&Bergamotka;29.39;Aqua, Sodium Cocoamphoacetate, Glycerin, Lauryl Glucoside, Betaine, Sodium Cocoyl Glutamate, Sodium Lauroyl Glucose Carboxylate, Epilobium Parviflorum Extract, Saponaria Officinalis Root Extract, Niacinamide, Acacia Conocinna Fruit Extract, Balanites Aegyptiaca Fruit Extract, Gypsophila Paniculata Root Extract, Zinc Gluconate, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprylate/Caprate, Salicylic Acid, Sorbic Acid, Parfum, Benzyl Alcohol, Citral, Hydroxycitronellal, Limonene, Linalool.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw128cea92/images/hi-res/407795__szampon_do_wlosow_normalnych_i_przetluszczajacych_sie__200_ml__abc__1__reviewed__p.png?sw=600&sh=600&sm=fit;
so!flow;18.69;Aqua,Sodium Laureth Sulfate,Cocamidopropyl Betaine,PPG-3 Caprylyl Ether,PEG-12 Dimethicone,Coco Glucoside,Glyceryl Oleate,Hydrolyzed Jojoba Esters,Rhodiola Rosea Root Extract,Rubus Villosus Fruit Extract,Prunus Domestica Fruit Extract,Inulin,Hydrolyzed Vegetable Protein PG-Propyl Silanetriol,Polyquaternium-10,Sodium Lauroyl Methyl Isethionate,Hydrogenated Palm Glycerides Citrate,Citric Acid,Glycerin,Disodium EDTA,Trisodium Ethylenediamine Disuccinate,Tocopherol,Sodium Chloride,Parfum,Sodium Benzoate,Potassium Sorbate,CI 19140,CI 17200,CI 42090;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw12162a1c/images/hi-res/410517__soflow_Rewitalizujacy_szampon_wlosy_farbowane_400_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
Gliss Ultimate Repair;14.89;Aqua (Water, Eau),Sodium Laureth Sulfate,Cocamidopropyl Betaine,Sodium Chloride,Dimethicone,Hydrolyzed Keratin,Hydrolyzed Pearl,PEG-7 Glyceryl Cocoate,Parfum (Fragrance),Sodium Benzoate,Amodimethicone,Citric Acid,Guar Hydroxypropyltrimonium Chloride,Hydrogenated Castor Oil,Glycol Distearate,Laureth-4,PEG-120 Methyl Glucose Dioleate,Glycerin,Laureth-23,Trideceth-10,Linalool,Sodium Hydroxide,Limonene,Phenoxyethanol,Propylene Glycol,Sodium Salicylate,Potassium Sorbate,Sorbic Acid,Benzyl Alcohol;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwfd0fe1ca/images/hi-res/243624__Gliss_Ultimate_Repair_Szampon_400_ml__BB__1__p.png?sw=600&sh=600&sm=fit;
Head&Shoulders Citrus Fresh;14.89;Aqua, Sodium Laureth Sulfate, Sodium Xylenesulfonate, Cocamidopropyl Betaine, Sodium Citrate, Parfum, Citric Acid, Cocamide MEA, Glycol Distearate, Piroctone Olamine, Sodium Chloride, Guar Hydroxypropyltrimonium Chloride, Dimethiconol, Menthol, Sodium Benzoate, Dimethicone, Sodium Salicylate, Tetrasodium EDTA, TEA-Dodecylbenzenesulfonate, Sodium Hydroxide, Glycerin, Trideceth-10, Niacinamide, Hexyl Cinnamal, Limonene, Benzyl Salicylate, Citronellol, Panthenol, Tocopheryl Acetate, Acetic Acid, CI 19140, Benzyl Alcohol, Triethylene Glycol, Propylene Glycol, CI 42090;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwb8acfc79/images/hi-res/282834__Head__Shoulders_Citrus_Fresh_Anti_Dapoo_for_greasy_hair_250ml_For_Daily_Use__BB__1__p.png?sw=600&sh=600&sm=fit;
Hebe Cosmetics Daily Refreshing Shampoo;9.99;Aqua, Sodium Coco-Sulfate, Decyl Glucoside, Cocamidopropyl Betaine, Glycerin, Lauryl Glucoside, Cocos Nucifera Fruit Extract, Mangifera Indica Fruit Extract, Actinidia Chinensis Fruit Extract, Trehalose, Allantoin, Sodium Hyaluronate, Fructose, Urea, Maltose, Sodium PCA, Sodium Lactate, Glucose, Parfum, Citric Acid, Sodium Hydroxide, Sodium Benzoate, Potassium Sorbate, Sodium Chloride, Propylene Glycol, Pentylene Glycol.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw49985cf3/images/hi-res/408159__szampon_do_wlosow__400_ml__abc__1__reviewed__p.png?sw=600&sh=600&sm=fit;
Laura Coco Reiss;34.89;Aqua, Cocamidopropyl Betaine, Glycerin, Coco – Glucoside, Polysorbate 20, Sodium Chloride, Xanthan Gum, Panthenol, Inulin, Parfum, Sodium Cocoamphoacetate, Lauryl Glucoside, Glyceryl Oleate, Hydroxypropyltrimonium Honey, Argania Spinosa Kernel Oil, Helianthus Annuus Seed Oil, Arginine, Hydrolyzed Pea Protein, Hydrolyzed Keratin, Sodium Cocoyl Glutamate, Sodium Lauryl Glucose Carboxylate, Gluconolactone, Caprylyl Glycol, Calcium Gluconate, Citric Acid, Phenethyl Alcohol, Sorbic Acid, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate, Hexyl Cinnamal, Limonene, Linalool;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw5c178806/images/hi-res/594606__nawilzajacy_szampon_do_wosow_250_ml_MP_113329780_j.jpg?sw=600&sh=600&sm=fit;
Hair Of The Day By Only Bio;16.69;Składniki/Ingredients: Aqua, Sodium Cocoyl Isethionate, Sodium Cocoyl Sarcosinate, Disodium Laureth Sulfosuccinate, Decyl Glucoside, Disodium Cocoamphodiacetate, Zingiber Officinale Root Extract, Papain, Maltodextrin, Cyperus Esculentus Tuber Extract, Xanthan Gum, Lauroyl Lysine, Citric Acid, Sodium Chloride, Glycerin, Sodium Hydroxide, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, CI 51319, Parfum.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw2a93dfda/images/hi-res/536096_szampon_do_wlosow_oczyszczenie_300_ml_1_2834137_p.png?sw=600&sh=600&sm=fit;
